topic,real_share,shuf_share_mean,shuf_share_std,delta
26,0.9556650246305419,0.8128078817733989,0.03606503491176973,0.14285714285714302
19,0.9388185654008439,0.7345991561181435,0.0391155398643942,0.20421940928270033
0,0.9259259259259259,0.7957671957671957,0.03674868858028643,0.13015873015873025
9,0.916083916083916,0.7566433566433567,0.05566363284512563,0.15944055944055935
18,0.9027027027027027,0.7794594594594594,0.04778818617362237,0.12324324324324332
29,0.8901960784313725,0.766764705882353,0.026002395418000392,0.12343137254901948
